compressor_library,compressor_codec,compressor_version,compressor_flags,compression_speed,decompression_speed,original_size,compressed_size,compression_ratio,dataset
lzo,lzo1b,2.09,-5,2655.41,5668.29,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-6,2659.36,5669.9,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-7,2655.48,5666.04,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-8,2644.94,5668.61,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-9,2393.6,5668.93,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-99,1774.4,5668.29,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1b,2.09,-999,187.33,5585.03,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1c,2.09,-1,2337.87,5472.85,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-2,2337.81,5475.25,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-3,2337.16,5488.47,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-4,2611.92,5644.3,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-5,2920.05,5644.62,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-6,2920.73,5646.85,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-7,2917.07,5644.62,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-8,2608.58,5647.17,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-9,2910.7,5656.75,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-99,2411.85,5663.48,100000,425,0.43,artificial/alphabet.txt
lzo,lzo1c,2.09,-999,137.83,5551.55,100000,708,0.71,artificial/alphabet.txt
lzo,lzo1f,2.09,-1,2435.7,5486.37,100000,426,0.43,artificial/alphabet.txt
lzo,lzo1f,2.09,-999,171.33,5579.11,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1x,2.09,-1,10000,5699.3,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-11,10576.42,5708.09,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-12,10257.46,5703.21,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-15,10000,5708.09,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1x,2.09,-999,170.03,5658.03,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1y,2.09,-1,10000,5703.53,100000,544,0.54,artificial/alphabet.txt
lzo,lzo1y,2.09,-999,171.56,5661.23,100000,568,0.57,artificial/alphabet.txt
lzo,lzo1z,2.09,-999,171.07,5669.58,100000,568,0.57,artificial/alphabet.txt
lzo,lzo2a,2.09,-999,143.19,3578.2,100000,533,0.53,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-1,1250.16,1585.87,100000,13318,13.32,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-2,1406.75,2451.76,100000,11838,11.84,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-3,1270.87,2225.44,100000,11838,11.84,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-4,1349.27,1728.58,100000,11838,11.84,artificial/alphabet.txt
lzrw,lzrw,15-Jul-1991,-5,318.07,2160.11,100000,11838,11.84,artificial/alphabet.txt
lzvn,lzvn,2017-03-08,,153.38,5453.45,100000,778,0.78,artificial/alphabet.txt
quicklz,quicklz,1.5.0,-1,1372.18,5551.24,100000,1274,1.27,artificial/alphabet.txt
quicklz,quicklz,1.5.0,-2,560.85,6157.64,100000,1274,1.27,artificial/alphabet.txt
quicklz,quicklz,1.5.0,-3,120.77,4896.68,100000,2101,2.1,artificial/alphabet.txt
shrinker,shrinker,0.1,,9998,5664.76,100000,434,0.43,artificial/alphabet.txt
slz,slz_deflate,1.0.0,-1,6027.36,2614.31,100000,1216,1.22,artificial/alphabet.txt
slz,slz_deflate,1.0.0,-2,8568.98,2631.65,100000,1143,1.14,artificial/alphabet.txt
slz,slz_deflate,1.0.0,-3,8568.98,2632.55,100000,1143,1.14,artificial/alphabet.txt
slz,slz_gzip,1.0.0,-1,1684.32,1420.72,100000,1222,1.22,artificial/alphabet.txt
slz,slz_gzip,1.0.0,-2,1832.34,1426.8,100000,1149,1.15,artificial/alphabet.txt
slz,slz_gzip,1.0.0,-3,1832.81,1426.78,100000,1149,1.15,artificial/alphabet.txt
slz,slz_zlib,1.0.0,-1,1081.07,881.11,100000,1234,1.23,artificial/alphabet.txt
slz,slz_zlib,1.0.0,-2,1143.55,883.62,100000,1161,1.16,artificial/alphabet.txt
slz,slz_zlib,1.0.0,-3,1143.42,883.56,100000,1161,1.16,artificial/alphabet.txt
snappy,snappy,1.1.4,,10290.18,5371.43,100000,4745,4.74,artificial/alphabet.txt
wflz,wflz,2015-09-16,,602.66,14194.46,100000,1590,1.59,artificial/alphabet.txt
xpack,xpack,2016-06-02,-1,5246.04,3510.87,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-2,5243.56,3510.62,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-3,5197.78,3510.5,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-4,5098.92,3511.11,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-5,5090.35,3510.74,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-6,5095.28,3510.74,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-7,5087.76,3510.87,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-8,5106.21,3510.5,100000,58,0.06,artificial/alphabet.txt
xpack,xpack,2016-06-02,-9,5059.45,3510.62,100000,58,0.06,artificial/alphabet.txt
xz,xz,5.2.3,-0,239.81,1021.21,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-1,179.37,1020.73,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-2,155.88,1020.72,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-3,100.3,1020.68,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-4,46.53,1021.42,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-5,31.48,1020.95,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-6,29.1,1021.9,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-7,50.58,1020.97,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-8,48.78,765.96,100000,129,0.13,artificial/alphabet.txt
xz,xz,5.2.3,-9,50.16,763.8,100000,129,0.13,artificial/alphabet.txt
zlib,zlib,1.2.11,-1,533.41,1408.59,100000,635,0.63,artificial/alphabet.txt
zlib,zlib,1.2.11,-2,533.36,1408.17,100000,635,0.63,artificial/alphabet.txt
zlib,zlib,1.2.11,-3,533.22,1408.25,100000,635,0.63,artificial/alphabet.txt
zlib,zlib,1.2.11,-4,221.61,1408.89,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-5,225.17,1408.89,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-6,228.94,1407.82,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-7,227.63,1407.95,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-8,225.62,1407.92,100000,290,0.29,artificial/alphabet.txt
zlib,zlib,1.2.11,-9,226.75,1408.63,100000,290,0.29,artificial/alphabet.txt
zstd,zstd,1.3.4,-1,10387.45,5725.74,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-2,10641.69,5731.97,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-3,10751.53,5729.02,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-4,7999.36,5731.64,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-5,8015.39,5574.14,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-6,6139.49,5727.05,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-7,4309.97,5717.88,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-8,4304.04,5730.66,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-9,4304.59,5725.41,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-10,4302.93,5728.69,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-11,4306.26,5728.36,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-12,4307.19,5724.75,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-13,10000,5719.84,100000,46,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-14,1494.81,5468.96,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-15,1493.9,5466.27,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-16,1494.39,5496.02,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-17,1493.83,5470.76,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-18,1493.18,5473.15,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-19,1494.66,5469.26,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-20,1493.83,5455.54,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-21,1494.21,5468.96,100000,47,0.05,artificial/alphabet.txt
zstd,zstd,1.3.4,-22,1494.1,5467.77,100000,47,0.05,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--5,10752.69,14740.57,100000,152,0.15,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--4,10466.82,10000,100000,74,0.07,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--3,10806.14,13478.91,100000,100,0.1,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--2,10314.59,5730.33,100000,46,0.05,artificial/alphabet.txt
zstd_fast,zstd_fast,1.3.4,--1,10303.97,5728.36,100000,46,0.05,artificial/alphabet.txt
brotli,brotli,2017-12-12,-0,0.77,1.33,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-1,0.86,1.32,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-2,0.78,1.32,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-3,0.78,1.31,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-4,0.81,1.32,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-5,0.8,1.34,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-6,0.81,1.31,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-7,0.81,1.34,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-8,0.81,1.35,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-9,0.12,1.36,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-10,0.04,1.27,1,5,500,artificial/a.txt
brotli,brotli,2017-12-12,-11,0.03,1.32,1,5,500,artificial/a.txt
crush,crush,1.0,-0,0,1.99,1,2,200,artificial/a.txt
crush,crush,1.0,-1,0,2.02,1,2,200,artificial/a.txt
crush,crush,1.0,-2,0,2.01,1,2,200,artificial/a.txt
csc,csc,2016-10-13,-1,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-2,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-3,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-4,0.02,0.1,1,46,4600,artificial/a.txt
csc,csc,2016-10-13,-5,0.02,0.1,1,46,4600,artificial/a.txt
density,density,0.14.2,-1,0.11,0.11,1,17,1700,artificial/a.txt
density,density,0.14.2,-2,0.04,0.04,1,17,1700,artificial/a.txt
density,density,0.14.2,-3,0.02,0.02,1,17,1700,artificial/a.txt
fastlz,fastlz,0.1,-1,2,2.01,1,2,200,artificial/a.txt
fastlz,fastlz,0.1,-2,2.01,2.02,1,2,200,artificial/a.txt
gipfeli,gipfeli,2016-07-13,,1.07,1.63,1,17,1700,artificial/a.txt
lz4,lz4,1.8.3,,1.2,2.01,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-10,1.21,2.01,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-20,1.2,2.03,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-30,1.21,1.98,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-40,1.19,1.99,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-50,1.19,2,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-60,1.2,1.96,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-70,1.17,2,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-80,1.2,2.01,1,2,200,artificial/a.txt
lz4fast,lz4fast,1.8.3,-90,1.21,2.02,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-1,0.11,2,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-2,0.11,1.98,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-3,0.11,1.9,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-4,0.11,2.01,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-5,0.11,1.96,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-6,0.11,2.01,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-7,0.11,2.01,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-8,0.11,2,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-9,0.11,2.06,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-10,0.11,2.04,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-11,0.11,2.01,1,2,200,artificial/a.txt
lz4hc,lz4hc,1.8.3,-12,0.11,2.02,1,2,200,artificial/a.txt
lzf,lzf,3.6,-0,0.11,2.03,1,2,200,artificial/a.txt
lzf,lzf,3.6,-1,0.11,2.01,1,2,200,artificial/a.txt
lzfse,lzfse,2017-03-08,,2.01,0.51,1,13,1300,artificial/a.txt
lzg,lzg,1.0.8,-1,0.07,1.94,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-2,0.07,1.91,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-3,0.07,1.93,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-4,0.06,1.91,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-5,0.05,1.95,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-6,0.03,1.91,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-7,0.02,1.94,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-8,0.01,1.93,1,21,2100,artificial/a.txt
lzg,lzg,1.0.8,-9,0.01,1.94,1,21,2100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.13,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.13,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.13,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.13,1,11,1100,artificial/a.txt
lzham,lzham,1.0,-d26,0.01,0.13,1,11,1100,artificial/a.txt
lzjb,lzjb,2010,,1.95,2.05,1,2,200,artificial/a.txt
lzlib,lzlib,1.8,-0,0.01,0.52,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-1,0.01,0.53,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-2,0.01,0.54,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-3,0.01,0.53,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-4,0.01,0.54,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-5,0.01,0.53,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-6,0.01,0.53,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-7,0.01,0.51,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-8,0.01,0.52,1,37,3700,artificial/a.txt
lzlib,lzlib,1.8,-9,0.01,0.52,1,37,3700,artificial/a.txt
lzma,lzma,16.04,-0,0.05,0.99,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-1,0.05,1.02,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-2,0.03,1.02,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-3,0.01,1.05,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-4,0,1.09,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-5,0,1.04,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-6,0,1.02,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-7,0,1.04,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-8,0,1.02,1,11,1100,artificial/a.txt
lzma,lzma,16.04,-9,0,1.03,1,11,1100,artificial/a.txt
lzmat,lzmat,1.01,,0.11,1.99,1,2,200,artificial/a.txt
lzo,lzo1,2.09,-1,1.96,2,1,2,200,artificial/a.txt
lzo,lzo1,2.09,-99,1.98,2.02,1,2,200,artificial/a.txt
lzo,lzo1a,2.09,-1,1.98,2.01,1,2,200,artificial/a.txt
lzo,lzo1a,2.09,-99,1.96,2,1,2,200,artificial/a.txt
lzo,lzo1b,2.09,-1,1.98,1.99,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-2,1.96,1.96,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-3,1.97,2,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-4,1.96,1.99,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-5,1.98,1.99,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-6,2,2.02,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-7,1.98,2.02,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-8,1.97,1.98,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-9,1.98,1.99,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-99,1.98,1.98,1,5,500,artificial/a.txt
lzo,lzo1b,2.09,-999,0.38,1.96,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-1,1.96,1.98,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-2,1.97,2.01,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-3,1.99,2,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-4,1.96,1.98,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-5,1.99,1.99,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-6,1.96,1.98,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-7,1.98,1.99,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-8,1.98,2,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-9,1.96,1.99,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-99,1.97,2,1,5,500,artificial/a.txt
lzo,lzo1c,2.09,-999,0.79,2,1,5,500,artificial/a.txt
lzo,lzo1f,2.09,-1,1.98,2.02,1,5,500,artificial/a.txt
lzo,lzo1f,2.09,-999,0.8,2.01,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-1,1.98,1.97,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-11,1.97,2.01,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-12,1.99,1.94,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-15,1.95,1.98,1,5,500,artificial/a.txt
lzo,lzo1x,2.09,-999,0.16,1.97,1,5,500,artificial/a.txt
lzo,lzo1y,2.09,-1,1.99,1.98,1,5,500,artificial/a.txt
lzo,lzo1y,2.09,-999,0.17,1.95,1,5,500,artificial/a.txt
lzo,lzo1z,2.09,-999,0.17,1.98,1,5,500,artificial/a.txt
lzo,lzo2a,2.09,-999,0.17,1.96,1,4,400,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-1,1.01,2.01,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-2,1.95,2,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-3,1.48,2.02,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-4,0.48,1.97,1,5,500,artificial/a.txt
lzrw,lzrw,15-Jul-1991,-5,0.49,2,1,5,500,artificial/a.txt
lzvn,lzvn,2017-03-08,,1.94,1.92,1,10,1000,artificial/a.txt
quicklz,quicklz,1.5.0,-1,0.06,0.38,1,12,1200,artificial/a.txt
quicklz,quicklz,1.5.0,-2,0.07,0.36,1,12,1200,artificial/a.txt
quicklz,quicklz,1.5.0,-3,0.07,0.37,1,12,1200,artificial/a.txt
shrinker,shrinker,0.1,,2,2.02,1,1,100,artificial/a.txt
slz,slz_deflate,1.0.0,-1,0.41,1.7,1,3,300,artificial/a.txt
slz,slz_deflate,1.0.0,-2,0.41,1.7,1,3,300,artificial/a.txt
slz,slz_deflate,1.0.0,-3,0.41,1.7,1,3,300,artificial/a.txt
slz,slz_gzip,1.0.0,-1,0.4,1.59,1,9,900,artificial/a.txt
slz,slz_gzip,1.0.0,-2,0.41,1.59,1,9,900,artificial/a.txt
slz,slz_gzip,1.0.0,-3,0.4,1.6,1,9,900,artificial/a.txt
slz,slz_zlib,1.0.0,-1,0.41,1.56,1,21,2100,artificial/a.txt
slz,slz_zlib,1.0.0,-2,0.41,1.55,1,21,2100,artificial/a.txt
slz,slz_zlib,1.0.0,-3,0.4,1.54,1,21,2100,artificial/a.txt
snappy,snappy,1.1.4,,1.77,1.91,1,3,300,artificial/a.txt
wflz,wflz,2015-09-16,,0.01,2.02,1,21,2100,artificial/a.txt
xpack,xpack,2016-06-02,-1,2.01,2.02,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-2,2,2.02,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-3,2,2.01,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-4,2,2.02,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-5,2.01,2.03,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-6,2.02,2.03,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-7,2.02,2.05,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-8,2.02,2.03,1,1,100,artificial/a.txt
xpack,xpack,2016-06-02,-9,2.01,2.03,1,1,100,artificial/a.txt
xz,xz,5.2.3,-0,0.06,0.63,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-1,0.01,0.63,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-2,0.01,0.64,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-3,0,0.65,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-4,0,0.64,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-5,0,0.64,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-6,0,0.62,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-7,0.07,0.61,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-8,0.05,0.1,1,24,2400,artificial/a.txt
xz,xz,5.2.3,-9,0.05,0.1,1,24,2400,artificial/a.txt
zlib,zlib,1.2.11,-1,0.34,2,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-2,0.35,2.09,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-3,0.34,2.08,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-4,0.34,2.05,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-5,0.35,2.05,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-6,0.34,2.05,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-7,0.34,2.06,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-8,0.34,2.07,1,1,100,artificial/a.txt
zlib,zlib,1.2.11,-9,0.34,2.04,1,1,100,artificial/a.txt
zstd,zstd,1.3.4,-1,1.63,1.94,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-2,1.63,1.94,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-3,1.59,1.92,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-4,1.59,1.88,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-5,1.61,1.94,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-6,1.61,1.95,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-7,1.59,1.93,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-8,1.6,1.91,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-9,1.61,1.93,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-10,1.6,1.93,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-11,1.64,1.91,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-12,1.61,1.94,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-13,1.62,1.93,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-14,1.62,1.93,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-15,1.62,1.94,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-16,1.62,1.95,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-17,1.63,1.95,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-18,1.64,1.95,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-19,1.62,1.97,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-20,1.66,1.98,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-21,1.63,1.96,1,10,1000,artificial/a.txt
zstd,zstd,1.3.4,-22,1.42,1.84,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--5,1.59,1.87,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--4,1.63,1.94,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--3,1.6,1.92,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--2,1.61,1.92,1,10,1000,artificial/a.txt
zstd_fast,zstd_fast,1.3.4,--1,1.62,1.9,1,10,1000,artificial/a.txt
brotli,brotli,2017-12-12,-0,4044.5,9347.43,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-1,2116.17,9352.7,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-2,933.8,9328.11,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-3,788.59,9320.37,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-4,664.38,9323.3,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-5,302.3,9332.94,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-6,295.39,9338.18,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-7,162.85,9319.95,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-8,126.01,9325.39,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-9,21.5,9323.51,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-10,4.34,9314.93,415241,415246,100,artificial/pi_1m.bin
brotli,brotli,2017-12-12,-11,1.96,9333.57,415241,415246,100,artificial/pi_1m.bin
crush,crush,1.0,-0,10.39,254.01,415241,466202,112.27,artificial/pi_1m.bin
crush,crush,1.0,-1,10.79,259.31,415241,466202,112.27,artificial/pi_1m.bin
crush,crush,1.0,-2,10.63,259.53,415241,466202,112.27,artificial/pi_1m.bin
